actual_label,predicted_label,error,is_anomaly
neptune,neptun,0.66192806,1
pod,pod,0.5078361,1
neptune,neptun,0.5395868,1
satan,satan,1.2793423,1
normal,neptun,0.38481063,1
normal,normal,0.00092216884,0
normal,normal,0.0011477851,0
neptune,neptun,0.5475354,1
neptune,neptun,0.5993635,1
normal,normal,0.01372202,0
normal,normal,0.0032752587,0
warezclient,normal,0.052257523,0
satan,satan,1.2562615,1
normal,normal,0.0029222996,0
neptune,neptun,0.5263422,1
normal,normal,0.037510894,0
neptune,neptun,0.61279964,1
neptune,neptun,0.6495684,1
normal,normal,0.00082673633,0
normal,normal,0.0021749584,0
warezclient,warezc,0.13753186,1
normal,normal,0.03150438,0
nmap,nmap,0.12995744,1
normal,normal,0.007823741,0
neptune,neptun,0.38240936,1
normal,normal,0.014914614,0
normal,normal,0.0018879379,0
neptune,neptun,0.6621899,1
normal,normal,0.002082772,0
normal,normal,0.04470786,0
normal,normal,0.059479285,0
normal,warezc,0.17402564,1
neptune,neptun,0.5526423,1
normal,normal,0.015343867,0
normal,normal,0.008712943,0
nmap,nmap,0.14043713,1
teardrop,teardr,3.739397,1
normal,normal,0.0016940018,0
neptune,neptun,0.69767267,1
ipsweep,ipswee,0.25707924,1
normal,normal,0.0020515607,0
portsweep,portsw,0.23875166,1
normal,normal,0.0057573426,0
normal,normal,0.001516707,0
satan,satan,0.97342473,1
portsweep,portsw,0.54596233,1
neptune,neptun,0.74385756,1
neptune,neptun,0.62302953,1
normal,normal,0.0029746806,0
normal,normal,0.005333421,0
normal,normal,0.007834327,0
normal,normal,0.0068368074,0
neptune,neptun,0.71714157,1
normal,ipswee,0.13021383,1
neptune,neptun,0.58640844,1
normal,mscan,0.08724115,1
normal,normal,0.034764297,0
normal,normal,0.01983986,0
neptune,neptun,0.31653553,1
neptune,neptun,0.5985253,1
neptune,neptun,0.565547,1
satan,satan,1.3081566,1
normal,normal,0.026263693,0
portsweep,portsw,0.24241623,1
normal,normal,0.0009903698,0
neptune,neptun,0.5723909,1
normal,normal,0.0019448638,0
normal,normal,0.030414883,0
normal,normal,0.001337041,0
neptune,neptun,0.58250386,1
normal,httptu,0.10830784,1
normal,warezc,0.73431885,1
neptune,neptun,0.58730936,1
ipsweep,ipswee,0.2973341,1
normal,normal,0.008009451,0
normal,normal,0.044004627,0
normal,normal,0.03653599,0
normal,normal,0.0050643105,0
neptune,neptun,0.49770126,1
normal,normal,0.043541342,0
neptune,neptun,0.6941448,1
ipsweep,ipswee,0.22937231,1
normal,normal,0.00090344535,0
neptune,neptun,0.6017483,1
normal,normal,0.014097142,0
normal,normal,0.035684314,0
normal,normal,0.009947977,0
normal,normal,0.0048647495,0
normal,normal,0.00073017203,0
neptune,neptun,0.7168674,1
normal,normal,0.0040833354,0
normal,normal,0.0012443633,0
normal,normal,0.0008778515,0
normal,normal,0.0075743403,0
normal,normal,0.0325778,0
normal,normal,0.08276546,0
normal,normal,0.031232797,0
nmap,nmap,0.62370896,1
neptune,neptun,0.37580577,1
normal,normal,0.00044455222,0
neptune,neptun,0.7174927,1
normal,normal,0.0031411715,0
portsweep,portsw,1.5588373,1
normal,normal,0.0011661047,0
neptune,neptun,0.5786729,1
normal,normal,0.002382622,0
normal,normal,0.0010535126,0
neptune,neptun,0.6151511,1
normal,normal,0.002447667,0
normal,normal,0.038736254,0
normal,normal,0.0007441321,0
neptune,neptun,0.34214234,1
normal,normal,0.00085262023,0
normal,apache,0.12728193,1
normal,normal,0.012527056,0
normal,normal,0.010454652,0
normal,normal,0.0011039659,0
normal,normal,0.007746433,0
normal,normal,0.001547237,0
normal,normal,0.0067388355,0
neptune,neptun,0.6443659,1
normal,normal,0.000399983,0
normal,normal,0.059361707,0
normal,normal,0.00083730015,0
normal,normal,0.0022539105,0
normal,normal,0.0013134463,0
nmap,nmap,0.14815263,1
neptune,neptun,0.6422103,1
normal,normal,0.00044556856,0
normal,normal,0.004117304,0
normal,normal,0.07438083,0
neptune,neptun,0.5811432,1
normal,normal,0.0021649024,0
normal,normal,0.05840521,0
normal,normal,0.028173262,0
neptune,neptun,0.66674167,1
neptune,neptun,0.6513762,1
normal,normal,0.0045436197,0
satan,satan,0.09508414,1
normal,normal,0.0019706246,0
neptune,neptun,0.6258321,1
neptune,neptun,0.59510374,1
normal,normal,0.0025932568,0
normal,normal,0.011920629,0
neptune,neptun,0.5991254,1
normal,normal,0.0010216289,0
normal,normal,0.006737484,0
normal,spy,0.19319125,1
normal,normal,0.013613368,0
normal,normal,0.05919585,0
portsweep,portsw,0.7650714,1
normal,warezc,0.102884226,1
neptune,neptun,0.3828547,1
neptune,neptun,0.65828055,1
normal,normal,0.0019205324,0
normal,normal,0.03378951,0
normal,normal,0.058622405,0
neptune,neptun,0.65106475,1
neptune,neptun,0.5231819,1
normal,normal,0.028607497,0
satan,satan,1.2117592,1
normal,normal,0.0696122,0
normal,normal,0.008069622,0
neptune,neptun,0.5979721,1
neptune,neptun,0.71068907,1
smurf,smurf,0.2883457,1
neptune,neptun,0.6039297,1
normal,normal,0.0010014216,0
neptune,neptun,0.65374386,1
normal,normal,0.006056176,0
smurf,smurf,0.34398925,1
neptune,neptun,0.31331703,1
normal,normal,0.002751341,0
normal,normal,0.015932016,0
normal,normal,0.012139722,0
normal,normal,0.005306807,0
neptune,neptun,0.5960228,1
normal,normal,0.0022353483,0
neptune,neptun,0.6403475,1
neptune,neptun,0.6875588,1
nmap,nmap,0.6241231,1
normal,normal,0.0018927031,0
nmap,nmap,0.65224963,1
portsweep,portsw,0.552564,1
back,normal,0.054594748,0
normal,normal,0.028945973,0
normal,normal,0.0023941922,0
normal,normal,0.0027075198,0
neptune,neptun,0.6033488,1
normal,normal,0.009328864,0
normal,normal,0.002974074,0
normal,normal,0.004202026,0
neptune,neptun,0.65414995,1
normal,normal,0.0063639474,0
normal,normal,0.0021063525,0
normal,normal,0.00545136,0
normal,normal,0.002053871,0
normal,ps,0.20145206,1
neptune,neptun,0.61535704,1
neptune,neptun,0.5984313,1
normal,normal,0.009448507,0
normal,normal,0.00051581935,0
ipsweep,ipswee,0.25153688,1
neptune,neptun,0.715467,1
pod,pod,0.6449154,1
normal,normal,0.0064946488,0
normal,normal,0.0642321,0
neptune,neptun,0.53091985,1
nmap,nmap,0.12980896,1
normal,normal,0.0027983447,0
normal,normal,0.0045654834,0
neptune,neptun,0.5829266,1
normal,normal,0.0138464775,0
teardrop,teardr,3.8050532,1
neptune,neptun,0.70536566,1
normal,normal,0.014808079,0
normal,normal,0.010191187,0
neptune,neptun,0.5720719,1
normal,normal,0.0017373726,0
neptune,neptun,0.5665982,1
neptune,neptun,0.588007,1
normal,normal,0.0029234313,0
normal,normal,0.001036394,0
normal,normal,0.0018878881,0
neptune,neptun,0.54687387,1
normal,normal,0.047950275,0
normal,normal,0.040417165,0
neptune,neptun,0.6657493,1
normal,normal,0.009234366,0
normal,normal,0.0060945773,0
normal,normal,0.033152457,0
normal,normal,0.03276661,0
neptune,neptun,0.70351356,1
neptune,neptun,0.4292477,1
normal,mailbo,0.16828059,1
neptune,neptun,0.52142763,1
neptune,neptun,0.4984967,1
neptune,neptun,0.66087955,1
neptune,neptun,0.60781455,1
normal,normal,0.029281052,0
normal,normal,0.004116678,0
normal,normal,0.01487833,0
neptune,neptun,0.6285195,1
neptune,neptun,0.59671235,1
normal,mailbo,0.19003898,1
normal,normal,0.0025932589,0
normal,normal,0.002959484,0
ipsweep,normal,0.045402568,0
normal,normal,0.0044482574,0
ipsweep,ipswee,0.25858936,1
normal,normal,0.040834047,0
normal,normal,0.0049634385,0
normal,normal,0.0013441931,0
normal,ipswee,0.09175188,1
neptune,neptun,0.22900039,1
normal,normal,0.007154904,0
normal,normal,0.060134303,0
normal,normal,0.0004905619,0
normal,normal,0.0076321797,0
normal,normal,0.0018630375,0
normal,normal,0.0012408642,0
satan,satan,0.16416782,1
normal,normal,0.038052667,0
normal,normal,0.007718484,0
normal,normal,0.0010896527,0
ipsweep,ipswee,0.23696227,1
normal,ps,0.1709816,1
normal,normal,0.0023075785,0
normal,normal,0.013735994,0
neptune,neptun,0.58600825,1
normal,normal,0.035098672,0
neptune,neptun,0.71938425,1
normal,normal,0.044149958,0
normal,normal,0.008943714,0
normal,normal,0.0008812898,0
normal,normal,0.0006024905,0
neptune,neptun,0.66620713,1
normal,normal,0.07729459,0
normal,normal,0.0017234113,0
normal,normal,0.0029740715,0
normal,normal,0.007107525,0
normal,normal,0.010212084,0
neptune,neptun,0.574886,1
neptune,neptun,0.2905916,1
teardrop,teardr,3.7910738,1
satan,normal,0.08322002,0
neptune,neptun,0.616565,1
normal,normal,0.0029356934,0
normal,normal,0.0023446798,0
normal,normal,0.011749935,0
normal,normal,0.043669693,0
normal,normal,0.0024637796,0
neptune,neptun,0.5951624,1
neptune,neptun,0.65169126,1
normal,normal,0.002884565,0
normal,normal,0.008409992,0
normal,normal,0.020684665,0
normal,normal,0.0026724823,0
neptune,neptun,0.6834481,1
normal,normal,0.0034817297,0
warezclient,normal,0.05264438,0
neptune,neptun,0.68398505,1
normal,normal,0.0067932913,0
neptune,neptun,0.68683356,1
normal,normal,0.0070247212,0
teardrop,teardr,3.8279788,1
neptune,neptun,0.73862517,1
neptune,neptun,0.5922592,1
normal,normal,0.004269934,0
normal,normal,0.07346199,0
normal,normal,0.0046934886,0
normal,normal,0.036310527,0
neptune,neptun,0.57324344,1
neptune,neptun,0.67962503,1
normal,normal,0.011475607,0
normal,normal,0.0091509,0
normal,proces,0.2590786,1
normal,normal,0.00486305,0
neptune,neptun,0.29718408,1
normal,normal,0.0009819343,0
smurf,smurf,0.37491643,1
neptune,neptun,0.71551245,1
normal,normal,0.060450453,0
normal,warezc,0.12651888,1
normal,normal,0.0735791,0
neptune,neptun,0.69771844,1
normal,normal,0.00383041,0
normal,normal,0.010972506,0
normal,proces,0.25936908,1
portsweep,portsw,0.38434094,1
neptune,neptun,0.59602517,1
normal,normal,0.0022725868,0
normal,normal,0.05510167,0
neptune,neptun,0.6995957,1
normal,normal,0.0017205343,0
satan,normal,0.08092195,0
warezclient,warezc,0.177514,1
normal,normal,0.064118,0
normal,normal,0.02628939,0
neptune,neptun,0.7301744,1
neptune,neptun,0.6977753,1
satan,satan,1.2760594,1
normal,normal,0.0043835505,0
neptune,neptun,0.4410146,1
normal,normal,0.059599627,0
nmap,nmap,0.14620835,1
normal,normal,0.0014665663,0
normal,normal,0.01206669,0
normal,normal,0.019320162,0
teardrop,teardr,3.7232256,1
neptune,neptun,0.7052173,1
normal,normal,0.0012255228,0
normal,ipswee,0.10246373,1
normal,normal,0.0015200026,0
normal,normal,0.080712445,0
normal,normal,0.008100492,0
normal,normal,0.0018766789,0
normal,normal,0.010350403,0
neptune,neptun,0.72085696,1
normal,normal,0.023174066,0
normal,normal,0.0033859904,0
normal,normal,0.002727246,0
neptune,neptun,0.71753055,1
normal,normal,0.0025183416,0
ipsweep,normal,0.051940847,0
normal,normal,0.027869834,0
normal,normal,0.013800014,0
neptune,neptun,0.59417045,1
ipsweep,ipswee,0.31118986,1
neptune,neptun,0.67545414,1
warezclient,warezc,0.13472664,1
neptune,neptun,0.58201617,1
normal,normal,0.023851665,0
normal,normal,0.019134337,0
normal,normal,0.0015026315,0
neptune,neptun,0.598496,1
normal,normal,0.0027043188,0
neptune,neptun,0.51618147,1
normal,normal,0.007887927,0
neptune,neptun,0.68430465,1
satan,satan,1.3015554,1
neptune,neptun,0.58018255,1
neptune,neptun,0.60527056,1
satan,satan,1.6322953,1
neptune,neptun,0.32236204,1
normal,normal,0.006756922,0
portsweep,portsw,0.29437974,1
normal,normal,0.0026945698,0
neptune,neptun,0.6409392,1
neptune,neptun,0.6466029,1
normal,normal,0.001345894,0
normal,normal,0.0062905857,0
normal,normal,0.04229678,0
normal,normal,0.050548125,0
neptune,neptun,0.61294526,1
neptune,neptun,0.44619375,1
normal,normal,0.0043196543,0
warezclient,normal,0.06216442,0
normal,normal,0.0099115195,0
neptune,neptun,0.5576255,1
normal,normal,0.0029740364,0
neptune,neptun,0.6865868,1
normal,normal,0.00076295505,0
normal,normal,0.075536825,0
smurf,smurf,0.34680247,1
normal,normal,0.0065169125,0
normal,normal,0.009134117,0
neptune,neptun,0.31679124,1
normal,normal,0.07541474,0
normal,normal,0.0004997436,0
pod,pod,0.5880512,1
neptune,neptun,0.7331602,1
ipsweep,ipswee,0.91288215,1
neptune,neptun,0.5542329,1
normal,normal,0.056813717,0
normal,normal,0.05296155,0
normal,normal,0.0008372881,0
satan,satan,1.2855572,1
normal,normal,0.0008133769,0
normal,normal,0.021436725,0
smurf,smurf,0.23608117,1
neptune,neptun,0.546476,1
portsweep,portsw,1.2346383,1
neptune,neptun,0.5998784,1
normal,portsw,0.14950597,1
neptune,neptun,0.5393267,1
portsweep,portsw,0.13226923,1
normal,normal,0.006387383,0
normal,mscan,0.12199639,1
neptune,neptun,0.5971524,1
satan,satan,1.1206272,1
normal,normal,0.0065379934,0
satan,satan,1.2319543,1
neptune,neptun,0.51753867,1
normal,normal,0.0045179534,0
neptune,neptun,0.675926,1
normal,normal,0.029556023,0
normal,satan,0.17867076,1
normal,normal,0.0076469607,0
neptune,neptun,0.69038296,1
normal,normal,0.0017630747,0
neptune,neptun,0.597777,1
satan,satan,0.24923526,1
normal,normal,0.002813414,0
normal,spy,0.6795967,1
ipsweep,normal,0.070593216,0
warezclient,normal,0.06961601,0
normal,mscan,0.108791955,1
neptune,neptun,0.5216882,1
neptune,neptun,0.31472072,1
neptune,neptun,0.5326576,1
ipsweep,ipswee,0.25555632,1
neptune,neptun,0.31231618,1
neptune,neptun,0.7254392,1
normal,normal,0.00042154847,0
normal,normal,0.013426581,0
normal,normal,0.006908783,0
neptune,neptun,0.66003144,1
normal,normal,0.0019075811,0
neptune,neptun,0.44639692,1
normal,normal,0.006842464,0
normal,normal,0.054195166,0
neptune,neptun,0.5490371,1
neptune,neptun,0.63508147,1
neptune,neptun,0.5992115,1
neptune,neptun,0.33631682,1
normal,normal,0.065675676,0
neptune,neptun,0.70235264,1
neptune,neptun,0.6556839,1
neptune,neptun,0.5962414,1
normal,normal,0.05686927,0
normal,normal,0.011205204,0
normal,normal,0.062443715,0
neptune,neptun,0.6792789,1
normal,normal,0.004378618,0
normal,normal,0.0012612849,0
portsweep,portsw,0.9210717,1
normal,normal,0.0024402088,0
portsweep,portsw,1.7962309,1
ipsweep,ipswee,0.4499293,1
normal,proces,0.27081004,1
neptune,neptun,0.691531,1
neptune,neptun,0.6910654,1
neptune,neptun,0.6923683,1
normal,normal,0.02562197,0
normal,normal,0.0038380518,0
neptune,neptun,0.7066768,1
neptune,neptun,0.6778708,1
neptune,neptun,0.43279794,1
portsweep,portsw,0.9612215,1
normal,normal,0.007064299,0
warezclient,warezc,0.13566583,1
normal,normal,0.0060805357,0
neptune,neptun,0.55078363,1
normal,normal,0.028447418,0
normal,normal,0.030437974,0
neptune,neptun,0.6432293,1
normal,normal,0.005247224,0
warezclient,normal,0.07470702,0
normal,normal,0.0023052492,0
neptune,neptun,0.43887973,1
normal,normal,0.014808077,0
neptune,neptun,0.41051784,1
neptune,neptun,0.6000261,1
neptune,neptun,0.72846156,1
ipsweep,ipswee,0.23235556,1
satan,normal,0.03720802,0
satan,normal,0.06589669,0
neptune,neptun,0.58374566,1
normal,normal,0.03599118,0
normal,normal,0.002370355,0
normal,normal,0.0009280243,0
neptune,neptun,0.7016363,1
satan,satan,0.14464924,1
normal,normal,0.0024089334,0
normal,normal,0.00088136626,0
normal,normal,0.0071545504,0
normal,neptun,0.3739693,1
normal,normal,0.0035986356,0
normal,buffer,0.52043533,1
normal,warezc,0.11733556,1
satan,satan,0.965611,1
normal,normal,0.003710795,0
normal,normal,0.01849768,0
neptune,neptun,0.7090558,1
normal,normal,0.03645086,0
normal,normal,0.0016202538,0
neptune,neptun,0.6826217,1
normal,normal,0.004061571,0
normal,normal,0.040528964,0
normal,normal,0.016169135,0
normal,normal,0.0022106126,0
neptune,neptun,0.69608957,1
normal,normal,0.006842217,0
neptune,neptun,0.4404685,1
satan,satan,1.5303767,1
normal,normal,0.0018171634,0
normal,warezc,0.17455621,1
normal,normal,0.008854244,0
normal,smurf,0.09065641,1
neptune,neptun,0.6495815,1
normal,normal,0.008496791,0
normal,normal,0.003518386,0
normal,normal,0.025097972,0
neptune,neptun,0.5415331,1
neptune,neptun,0.7097427,1
normal,normal,0.0019654448,0
normal,normal,0.03062205,0
neptune,neptun,0.5135109,1
normal,normal,0.0012990647,0
neptune,neptun,0.4245967,1
neptune,neptun,0.59254146,1
neptune,neptun,0.616896,1
satan,satan,1.3377792,1
normal,normal,0.0021110212,0
normal,normal,0.006235005,0
normal,normal,0.0030697184,0
normal,normal,0.008883242,0
normal,normal,0.0028602837,0
normal,smurf,0.16126543,1
normal,normal,0.00084574363,0
normal,normal,0.011962305,0
neptune,neptun,0.52879035,1
normal,normal,0.08040998,0
normal,normal,0.009885394,0
normal,normal,0.0009819143,0
normal,normal,0.002193279,0
neptune,neptun,0.5921671,1
neptune,neptun,0.59256285,1
neptune,neptun,0.62950104,1
neptune,neptun,0.73454374,1
neptune,neptun,0.5924045,1
back,normal,0.053600978,0
neptune,neptun,0.7200726,1
normal,normal,0.025893554,0
normal,normal,0.0034627696,0
neptune,neptun,0.67628944,1
neptune,neptun,0.71899176,1
neptune,neptun,0.44947755,1
normal,normal,0.011175814,0
normal,normal,0.0017268804,0
neptune,neptun,0.64876753,1
normal,normal,0.0009238948,0
neptune,neptun,0.7145684,1
neptune,neptun,0.5863121,1
normal,normal,0.016477749,0
normal,normal,0.0041327192,0
normal,normal,0.00355044,0
normal,normal,0.0133347185,0
normal,normal,0.0012121284,0
normal,normal,0.0011298734,0
normal,normal,0.0034744057,0
normal,normal,0.012216997,0
neptune,neptun,0.70376635,1
normal,normal,0.00822966,0
normal,normal,0.02419641,0
neptune,neptun,0.57892984,1
normal,normal,0.0021016274,0
neptune,neptun,0.68535995,1
normal,normal,0.001880026,0
neptune,neptun,0.67297745,1
normal,normal,0.0008375824,0
ipsweep,ipswee,0.40483168,1
ipsweep,ipswee,0.2575362,1
satan,satan,0.21724397,1
neptune,neptun,0.23555432,1
normal,normal,0.0008525762,0
normal,normal,0.004767175,0
neptune,neptun,0.41009012,1
normal,normal,0.0022581487,0
normal,normal,0.0036151076,0
normal,normal,0.0021577799,0
normal,normal,0.062620245,0
neptune,neptun,0.6773692,1
normal,normal,0.07099942,0
normal,normal,0.012187958,0
neptune,neptun,0.6763828,1
normal,normal,0.041282486,0
normal,normal,0.011887229,0
normal,satan,0.12010627,1
neptune,neptun,0.30784237,1
normal,normal,0.00097600557,0
neptune,neptun,0.3340425,1
neptune,neptun,0.58818644,1
normal,normal,0.045439146,0
neptune,neptun,0.5900316,1
neptune,neptun,0.64470625,1
normal,normal,0.006094785,0
normal,normal,0.029205175,0
normal,normal,0.0023262897,0
neptune,neptun,0.5481684,1
neptune,neptun,0.6736698,1
neptune,neptun,0.6752365,1
normal,normal,0.009770982,0
warezclient,normal,0.06020251,0
normal,normal,0.011532277,0
normal,normal,0.023374094,0
ipsweep,ipswee,0.24582103,1
neptune,neptun,0.66478294,1
normal,normal,0.004555593,0
normal,normal,0.0016364309,0
neptune,neptun,0.55377597,1
normal,normal,0.011213797,0
normal,normal,0.004923847,0
normal,normal,0.041231446,0
neptune,neptun,0.5751854,1
neptune,neptun,0.3222619,1
neptune,neptun,0.5383178,1
neptune,neptun,0.6151087,1
neptune,neptun,0.57700765,1
neptune,neptun,0.7299383,1
normal,normal,0.0010247555,0
normal,normal,0.030615414,0
satan,satan,0.96351916,1
neptune,neptun,0.64538956,1
normal,normal,0.007432611,0
satan,satan,0.63367075,1
normal,normal,0.0033898435,0
neptune,neptun,0.5921017,1
normal,normal,0.004146222,0
normal,normal,0.00083244074,0
normal,normal,0.008261122,0
normal,normal,0.0036197384,0
neptune,neptun,0.7216227,1
portsweep,portsw,0.32247722,1
neptune,neptun,0.5920288,1
nmap,normal,0.016619887,0
normal,normal,0.024137735,0
portsweep,portsw,0.3073957,1
neptune,neptun,0.32799777,1
neptune,neptun,0.598676,1
normal,normal,0.003847974,0
normal,normal,0.03388566,0
neptune,neptun,0.6799112,1
neptune,neptun,0.6567045,1
normal,warezc,0.10420809,1
neptune,neptun,0.635917,1
normal,normal,0.014309704,0
normal,normal,0.044562414,0
normal,normal,0.00846316,0
normal,normal,0.022790259,0
normal,normal,0.010395421,0
smurf,smurf,0.23312958,1
portsweep,portsw,0.34940603,1
nmap,nmap,0.14630632,1
normal,normal,0.0044296803,0
normal,normal,0.007878459,0
satan,satan,0.10761525,1
normal,normal,0.005674615,0
ipsweep,ipswee,0.4054264,1
normal,normal,0.0014756592,0
normal,normal,0.000945252,0
normal,normal,0.06715195,0
warezclient,normal,0.065690935,0
neptune,neptun,0.59951985,1
normal,normal,0.017163938,0
neptune,neptun,0.70603037,1
normal,warezc,0.14475405,1
neptune,neptun,0.7035954,1
smurf,smurf,0.288042,1
normal,normal,0.05605409,0
normal,normal,0.004489932,0
normal,normal,0.02522041,0
normal,normal,0.007443014,0
normal,normal,0.030585423,0
normal,normal,0.03276679,0
ipsweep,ipswee,0.29102486,1
neptune,neptun,0.66127723,1
normal,normal,0.007443013,0
neptune,neptun,0.35624436,1
normal,snmpge,0.21862966,1
normal,normal,0.0006107634,0
normal,httptu,0.3909972,1
normal,warezc,0.15639925,1
normal,normal,0.0039902558,0
normal,normal,0.0024110246,0
normal,normal,0.015707815,0
satan,satan,1.4855654,1
normal,normal,0.050771266,0
normal,normal,0.010574601,0
normal,normal,0.0061394307,0
normal,normal,0.0029836036,0
normal,normal,0.009585233,0
normal,normal,0.0009475439,0
neptune,neptun,0.67401105,1
normal,normal,0.016169721,0
normal,normal,0.022859901,0
neptune,neptun,0.5973822,1
normal,normal,0.014258118,0
normal,normal,0.0016305775,0
normal,normal,0.0069792992,0
normal,normal,0.00087955367,0
normal,normal,0.012340058,0
neptune,neptun,0.6519893,1
normal,normal,0.0024312628,0
normal,normal,0.0009780738,0
neptune,neptun,0.30714342,1
normal,normal,0.008986688,0
normal,normal,0.00708524,0
normal,normal,0.0041304505,0
ipsweep,ipswee,0.9112848,1
smurf,smurf,0.0861812,1
neptune,neptun,0.6926561,1
neptune,neptun,0.63205606,1
neptune,neptun,0.5924877,1
normal,normal,0.010428627,0
satan,saint,1.3426911,1
neptune,neptun,0.2546044,1
normal,normal,0.0053789755,0
neptune,neptun,0.44857126,1
normal,normal,0.0008376768,0
normal,smurf,0.11230769,1
neptune,neptun,0.36034876,1
satan,satan,0.9656227,1
normal,normal,0.0038396728,0
neptune,neptun,0.7319378,1
neptune,neptun,0.58289236,1
normal,normal,0.015000969,0
neptune,neptun,0.5876891,1
teardrop,teardr,3.7477295,1
normal,normal,0.006729681,0
normal,normal,0.0007455335,0
normal,normal,0.018615251,0
normal,normal,0.0021420799,0
normal,normal,0.042223867,0
normal,normal,0.0012408928,0
neptune,neptun,0.60277194,1
normal,normal,0.03276661,0
neptune,neptun,0.3013643,1
neptune,neptun,0.5297499,1
normal,normal,0.016787108,0
normal,normal,0.033998355,0
normal,normal,0.044283822,0
normal,normal,0.0020201346,0
neptune,neptun,0.6817256,1
neptune,neptun,0.7184863,1
neptune,neptun,0.6127001,1
normal,normal,0.0025317862,0
neptune,neptun,0.53956765,1
normal,normal,0.071328625,0
neptune,neptun,0.59682614,1
normal,normal,0.035712413,0
neptune,neptun,0.71660405,1
neptune,neptun,0.29459026,1
normal,normal,0.0071774055,0
neptune,neptun,0.68069327,1
normal,normal,0.0024177413,0
normal,normal,0.013322755,0
normal,normal,0.0038945784,0
satan,satan,0.28682894,1
normal,normal,0.002245115,0
normal,normal,0.013436604,0
normal,normal,0.0027770314,0
normal,normal,0.0018234102,0
normal,normal,0.018640263,0
neptune,neptun,0.56599194,1
neptune,neptun,0.7115531,1
normal,normal,0.005690475,0
normal,normal,0.0026768316,0
normal,smurf,0.0897912,1
normal,normal,0.0016072327,0
normal,normal,0.0011615403,0
neptune,neptun,0.3189563,1
normal,normal,0.00886568,0
normal,normal,0.0031210256,0
neptune,neptun,0.60056573,1
normal,normal,0.0058469353,0
satan,satan,1.2861342,1
normal,normal,0.0010517931,0
satan,satan,1.3523706,1
normal,normal,0.0016512069,0
neptune,neptun,0.6765189,1
neptune,neptun,0.70418197,1
neptune,neptun,0.60226595,1
nmap,nmap,0.14868744,1
neptune,neptun,0.56401056,1
normal,normal,0.0016535689,0
normal,normal,0.002022729,0
normal,normal,0.017014831,0
normal,normal,0.0020146396,0
normal,normal,0.006810346,0
neptune,neptun,0.4502356,1
nmap,normal,0.05406055,0
normal,normal,0.0067538605,0
normal,normal,0.008368481,0
warezclient,warezc,0.14377588,1
normal,normal,0.0035974183,0
neptune,neptun,0.494366,1
normal,normal,0.010445274,0
normal,normal,0.0056501394,0
normal,normal,0.010426765,0
ipsweep,ipswee,0.23726313,1
neptune,neptun,0.71551174,1
neptune,neptun,0.6451725,1
normal,normal,0.00083008606,0
neptune,neptun,0.55020314,1
normal,normal,0.00693224,0
neptune,neptun,0.5900715,1
normal,normal,0.004444993,0
neptune,neptun,0.6706857,1
ipsweep,ipswee,0.24222696,1
normal,normal,0.012244568,0
neptune,neptun,0.5511718,1
ipsweep,ipswee,0.27117795,1
normal,warezc,0.16045374,1
pod,pod,0.61133784,1
neptune,neptun,0.6936313,1
normal,normal,0.06036684,0
neptune,neptun,0.6653859,1
back,normal,0.056476455,0
back,normal,0.07753089,0
guess_passwd,guess_,1.7195559,1
normal,normal,0.04651373,0
normal,normal,0.0022322955,0
neptune,neptun,0.5291659,1
normal,warezc,0.1975388,1
neptune,neptun,0.6710817,1
normal,normal,0.0062954365,0
neptune,neptun,0.58741605,1
neptune,neptun,0.6314794,1
normal,normal,0.005300392,0
neptune,neptun,0.5278728,1
normal,normal,0.0075250207,0
normal,httptu,0.17421296,1
normal,snmpge,0.18927228,1
normal,normal,0.0007216038,0
neptune,neptun,0.596883,1
neptune,neptun,0.7044508,1
normal,normal,0.0009083417,0
normal,normal,0.058454357,0
normal,normal,0.001797045,0
ipsweep,ipswee,0.24793082,1
neptune,neptun,0.33122954,1
normal,normal,0.002293776,0
normal,normal,0.0011474636,0
normal,normal,0.0019247194,0
neptune,neptun,0.5843711,1
neptune,neptun,0.58852214,1
normal,normal,0.0034978464,0
normal,apache,0.096183814,1
normal,normal,0.000852621,0
normal,normal,0.0010535874,0
normal,normal,0.015189565,0
normal,normal,0.0013803752,0
normal,normal,0.005364296,0
neptune,neptun,0.5382291,1
normal,normal,0.0014619092,0
normal,warezc,0.10702748,1
normal,normal,0.012711875,0
normal,normal,0.0064343773,0
neptune,neptun,0.5986339,1
normal,normal,0.00064720405,0
normal,normal,0.011336745,0
normal,normal,0.0013947231,0
normal,normal,0.007063446,0
nmap,nmap,0.12655501,1
normal,normal,0.009998557,0
normal,normal,0.0008300802,0
normal,mscan,0.11289056,1
normal,warezc,0.101515315,1
satan,satan,0.23412639,1
normal,normal,0.005343508,0
normal,normal,0.006495455,0
neptune,neptun,0.5937685,1
neptune,neptun,0.59304297,1
ipsweep,ipswee,0.25017193,1
neptune,neptun,0.66256285,1
neptune,neptun,0.5979405,1
normal,normal,0.0014642725,0
normal,normal,0.011242248,0
normal,normal,0.03418538,0
normal,normal,0.00083752425,0
normal,normal,0.016511863,0
neptune,neptun,0.32414368,1
neptune,neptun,0.32413268,1
neptune,neptun,0.58792835,1
normal,normal,0.033450905,0
neptune,neptun,0.6402151,1
neptune,neptun,0.6039286,1
neptune,neptun,0.66915077,1
neptune,neptun,0.70959294,1
normal,normal,0.006994651,0
neptune,neptun,0.71421903,1
normal,normal,0.0027378742,0
